"","age","minutes","lvalue","total_market_value","goals","assists","seleccion","pos_Defensa","pos_Delantero","pos_Medio Centro","pos_Portero","equipo_0","equipo_1","equipo_2","value"
"9672",20,2039,250000,721350000,10,0,0,0,0,1,0,1,0,0,250000
"9673",19,1170,9e+05,1e+09,0,0,1,0,0,0,1,1,0,0,2e+05
"9674",20,1290,2e+05,721350000,0,0,1,0,0,0,1,1,0,0,2e+05
"9675",21,2108,150000,34530000,1,0,1,1,0,0,0,1,0,0,475000
"9676",22,3328,475000,20950000,0,0,1,1,0,0,0,1,0,0,1100000
"9677",23,3512,1100000,32880000,0,2,1,1,0,0,0,1,0,0,1850000
"9678",20,723,3166666.66666667,15180000,0,0,0,1,0,0,0,1,0,0,250000
"9679",22,1561,250000,19230000,0,1,0,1,0,0,0,1,0,0,350000
"9680",21,1350,683333.333333333,62080000,0,1,1,1,0,0,0,1,0,0,1e+06
"9681",21,1176,325000,21800000,6,0,0,0,1,0,0,1,0,0,383333.333333333
"9682",19,990,350000,705850000,0,0,1,0,0,0,1,0,1,0,5e+05
"9683",21,2996,2550000,240100000,13,5,1,0,1,0,0,1,0,0,24400000
"9684",22,2824,24400000,427800000,10,4,1,0,1,0,0,1,0,0,4e+07
"9685",24,5626,4e+07,278850000,32,12,1,0,1,0,0,1,0,0,33500000
"9686",19,3108,3625000,83230000,1,7,1,0,0,1,0,1,0,0,2.5e+07
"9687",21,2023,2.5e+07,547780000,0,0,1,0,0,1,0,0,0,1,32625000
"9688",27,2975,4e+05,51800000,10,9,0,0,1,0,0,1,0,0,1075000
"9689",28,2996,1075000,65150000,10,11,0,0,1,0,0,1,0,0,2666666.66666667
"9690",21,1220,1200000,132300000,0,2,0,0,0,1,0,1,0,0,4e+05
"9691",22,1909,1e+06,54500000,0,0,1,1,0,0,0,1,0,0,2733333.33333333
"9692",19,1536,50000,54700000,7,1,0,0,1,0,0,1,0,0,50000
"9693",19,871,75000,367680000,0,0,1,1,0,0,0,1,0,0,50000
"9694",19,628,75000,646800000,0,0,0,1,0,0,0,1,0,0,50000
"9695",18,929,10500000,13080000,0,0,1,1,0,0,0,1,0,0,75000
"9696",22,1800,2e+05,90500000,0,0,0,0,0,0,1,1,0,0,2e+05
"9697",24,1590,2e+05,1.13e+08,0,0,0,0,0,0,1,1,0,0,250000
"9698",19,1769,25000,239230000,0,1,0,1,0,0,0,1,0,0,25000
"9699",18,144,50000,216750000,0,0,0,0,0,1,0,1,0,0,37500
"9700",18,2044,50000,216750000,0,0,0,1,0,0,0,1,0,0,75000
"9701",18,20,1e+05,216750000,0,0,0,0,1,0,0,1,0,0,75000
"9702",18,105,25000,216750000,0,0,0,1,0,0,0,1,0,0,37500
"9703",19,954,2e+05,216750000,0,0,0,0,1,0,0,1,0,0,2e+05
"9704",20,3335,175000,434100000,10,10,1,0,0,1,0,1,0,0,1500000
"9705",21,2478,1500000,411100000,7,9,1,0,0,1,0,1,0,0,13666666.6666667
"9706",23,2606,13666666.6666667,510700000,13,4,1,0,0,1,0,1,0,0,22500000
"9707",19,2349,283333.333333333,643250000,3,7,1,0,0,1,0,0,0,1,10700000
"9708",20,3571,10700000,654050000,9,10,1,0,0,1,0,0,0,1,3.5e+07
"9709",22,3211,3.5e+07,663900000,7,11,1,0,0,1,0,1,0,0,53500000
"9710",20,2295,6e+07,513450000,0,0,0,0,0,0,1,1,0,0,225000
"9711",21,1980,225000,427800000,0,0,0,0,0,0,1,1,0,0,250000
"9712",23,390,250000,278850000,0,0,0,0,0,0,1,1,0,0,225000
"9713",21,1997,166666.666666667,392730000,1,0,1,0,0,1,0,0,0,1,433333.333333333
"9714",23,2714,433333.333333333,395650000,0,1,1,0,0,1,0,0,0,1,4675000
"9715",18,1747,1.5e+07,513450000,3,2,1,0,1,0,0,1,0,0,4e+06
"9716",19,3104,4e+06,427800000,6,8,1,0,1,0,0,1,0,0,2.4e+07
"9717",21,2111,2.4e+07,1.04e+09,13,3,1,0,1,0,0,0,1,0,47500000
"9718",19,110,5e+07,112530000,0,0,0,0,1,0,0,1,0,0,50000
"9719",20,1068,1e+06,272180000,8,0,1,0,1,0,0,1,0,0,5e+05
"9720",21,2163,175000,96100000,3,0,0,0,0,1,0,1,0,0,225000
"9721",22,337,225000,53750000,0,0,0,0,0,1,0,1,0,0,250000
"9722",19,866,350000,135400000,2,2,1,0,1,0,0,1,0,0,1e+06
"9723",19,270,8e+05,529100000,0,0,0,0,0,1,0,1,0,0,2166666.66666667
"9724",20,1389,2166666.66666667,420300000,0,1,0,0,0,1,0,1,0,0,1750000
"9725",22,1263,1750000,511200000,0,0,0,0,0,1,0,1,0,0,1300000
"9726",21,2207,6e+05,86950000,9,3,0,0,0,1,0,1,0,0,1366666.66666667
"9727",22,1175,1366666.66666667,81680000,2,3,0,0,0,1,0,1,0,0,6333333.33333333
"9728",24,2100,6333333.33333333,105180000,4,2,0,0,0,1,0,1,0,0,6e+06
"9729",21,2849,6e+05,86950000,11,4,0,0,1,0,0,1,0,0,2666666.66666667
"9730",22,2354,2666666.66666667,125350000,4,3,0,0,1,0,0,1,0,0,9666666.66666667
"9731",22,2354,2666666.66666667,81680000,4,3,0,0,1,0,0,1,0,0,9666666.66666667
"9732",24,2455,9666666.66666667,105700000,4,4,0,0,1,0,0,1,0,0,7666666.66666667
"9733",22,1060,7e+06,105180000,1,0,0,0,0,1,0,1,0,0,2e+05
"9734",22,1047,2e+05,248950000,0,1,0,1,0,0,0,0,0,1,587500
"9735",21,3590,3e+05,248950000,1,0,1,1,0,0,0,0,0,1,833333.333333333
"9736",22,3091,833333.333333333,208680000,2,3,1,1,0,0,0,0,0,1,6875000
"9737",24,3975,6875000,292600000,3,2,1,1,0,0,0,0,0,1,27200000
"9738",22,809,225000,721350000,10,0,1,0,1,0,0,1,0,0,250000
"9739",24,4,250000,170100000,0,0,1,0,1,0,0,1,0,0,325000
"9740",18,1217,50000,216750000,2,1,1,0,0,1,0,1,0,0,112500
"9741",21,72,1e+05,54700000,0,0,0,1,0,0,0,1,0,0,2e+05
"9742",19,1197,287500,3.6e+07,11,0,1,0,1,0,0,1,0,0,262500
"9743",21,783,4500000,646800000,4,1,1,0,1,0,0,1,0,0,6e+06
"9744",22,1401,6e+06,173450000,4,4,1,0,1,0,0,1,0,0,1e+07
"9745",24,1621,1e+07,52750000,4,5,1,0,1,0,0,1,0,0,8e+06
"9746",19,1499,1166666.66666667,548280000,1,1,1,0,0,1,0,1,0,0,12875000
"9747",21,1270,12875000,530200000,3,1,1,0,0,1,0,1,0,0,17166666.6666667
"9748",19,513,250000,13080000,4,0,1,0,1,0,0,1,0,0,275000
"9749",19,1563,50000,17250000,1,0,0,1,0,0,0,1,0,0,83333.3333333333
"9750",19,1324,1700000,175530000,1,1,1,0,1,0,0,0,0,1,3500000
"9751",21,671,3500000,32880000,3,0,1,0,1,0,0,1,0,0,3800000
"9752",21,1288,50000,13630000,2,0,0,0,0,1,0,1,0,0,50000
"9753",21,1573,62500,97400000,0,0,0,1,0,0,0,1,0,0,75000
"9754",22,171,75000,73630000,0,0,0,1,0,0,0,1,0,0,1e+05
"9755",18,2967,5e+06,643250000,13,20,1,0,1,0,0,0,0,1,31600000
"9756",19,3274,31600000,654050000,20,20,1,0,1,0,0,0,0,1,1e+08
"9757",21,2974,1e+08,628400000,16,20,1,0,1,0,0,0,0,1,115666666.666667
"9758",22,2248,150000,141150000,0,0,1,1,0,0,0,1,0,0,1325000
"9759",21,1350,3e+06,400400000,2,0,1,0,0,1,0,1,0,0,11166666.6666667
"9760",23,2627,11166666.6666667,428100000,2,2,1,0,0,1,0,1,0,0,8666666.66666667
"9761",20,2841,9e+05,871050000,1,1,1,1,0,0,0,1,0,0,3500000
"9762",20,2841,9e+05,242050000,1,1,1,1,0,0,0,1,0,0,3500000
"9763",21,1202,3500000,167980000,1,1,1,1,0,0,0,1,0,0,9333333.33333333
"9764",23,1958,9333333.33333333,241740000,0,1,1,1,0,0,0,1,0,0,6700000
"9765",19,1025,2e+06,51800000,2,2,1,1,0,0,0,1,0,0,2e+06
"9766",20,4206,1500000,347150000,5,4,1,1,0,0,0,0,0,1,1.4e+07
"9767",21,1469,1.4e+07,913750000,0,0,1,1,0,0,0,0,1,0,4.5e+07
"9768",23,4744,4.5e+07,787300000,5,3,1,1,0,0,0,0,1,0,38666666.6666667
"9769",23,494,5e+05,34530000,0,0,0,1,0,0,0,1,0,0,8e+05
"9770",24,480,8e+05,20950000,0,0,0,1,0,0,0,1,0,0,750000
"9771",20,1504,11875000,398950000,1,1,1,0,0,1,0,1,0,0,22500000
"9772",22,3424,22500000,373250000,6,4,1,0,0,1,0,1,0,0,20250000
"9773",20,1284,1e+05,290400000,0,3,1,1,0,0,0,1,0,0,4533333.33333333
"9774",21,90,1e+05,303500000,0,0,0,0,0,1,0,1,0,0,275000
"9775",22,1058,275000,244450000,1,0,0,0,0,1,0,1,0,0,1e+06
"9776",20,1630,1200000,93050000,5,4,0,0,0,1,0,1,0,0,50000
"9777",20,1019,250000,15180000,0,0,1,1,0,0,0,1,0,0,175000
"9778",22,51,625000,300750000,1,0,1,0,1,0,0,1,0,0,425000
"9779",18,331,425000,11680000,0,0,1,1,0,0,0,1,0,0,1e+05
"9780",21,968,1250000,183200000,1,2,1,0,1,0,0,1,0,0,3e+06
"9781",22,271,3e+06,173450000,0,0,1,0,1,0,0,1,0,0,2750000
"9782",19,3207,733333.333333333,248950000,10,4,1,0,1,0,0,0,0,1,2750000
"9783",20,2238,2750000,208680000,4,6,1,0,1,0,0,0,0,1,23333333.3333333
"9784",22,2194,23333333.3333333,292600000,5,8,1,0,1,0,0,0,0,1,2.6e+07
"9785",19,2935,1e+06,229250000,20,4,1,0,1,0,0,1,0,0,2e+06
"9786",20,3012,2e+06,247780000,18,6,1,0,1,0,0,1,0,0,16833333.3333333
"9787",22,1866,16833333.3333333,530200000,10,3,1,0,1,0,0,1,0,0,41750000
"9788",21,1677,5e+05,54100000,0,0,1,0,0,1,0,1,0,0,2166666.66666667
"9789",23,1337,2166666.66666667,103500000,0,0,1,0,0,1,0,1,0,0,3350000
"9790",20,1973,1050000,4.79e+08,4,7,1,0,0,1,0,0,0,1,10750000
"9791",21,1091,10750000,570480000,0,2,1,0,0,1,0,0,0,1,18500000
"9792",23,2761,18500000,574950000,6,3,1,0,0,1,0,0,0,1,16750000
"9793",19,653,2e+06,65800000,3,2,1,0,1,0,0,1,0,0,1666666.66666667
"9794",20,505,1666666.66666667,50230000,2,2,1,0,1,0,0,1,0,0,2e+06
"9795",20,1517,5e+06,661880000,4,2,1,0,1,0,0,1,0,0,3666666.66666667
"9796",23,2700,3e+06,290400000,0,0,1,0,0,0,1,1,0,0,150000
"9797",18,550,1e+05,83230000,0,0,1,0,0,1,0,1,0,0,3e+05
"9798",18,1059,6e+05,264300000,0,0,1,1,0,0,0,1,0,0,625000
"9799",19,1279,625000,254700000,0,0,1,1,0,0,0,1,0,0,2500000
"9800",21,541,2500000,300750000,0,0,1,1,0,0,0,1,0,0,2300000
"9801",20,54,175000,211180000,3,0,1,0,1,0,0,0,0,1,4e+05
"9802",23,943,4e+05,16800000,7,2,1,0,1,0,0,1,0,0,525000
"9803",18,1325,750000,221580000,2,0,1,0,1,0,0,1,0,0,9e+06
"9804",22,2433,150000,8.3e+07,7,1,0,0,1,0,0,1,0,0,150000
"9805",23,1135,150000,87780000,0,2,0,0,1,0,0,1,0,0,733333.333333333
"9806",25,611,733333.333333333,63050000,1,2,0,0,1,0,0,1,0,0,9e+05
"9807",21,1499,50000,22480000,13,1,1,0,1,0,0,1,0,0,225000
"9808",22,667,225000,17580000,3,0,1,0,1,0,0,1,0,0,325000
"9809",19,544,5e+05,1.03e+09,0,0,1,0,0,0,1,0,1,0,4800000
"9810",19,544,5e+05,112450000,0,0,1,0,0,0,1,1,0,0,4800000
"9811",20,2010,4800000,87780000,0,0,1,0,0,0,1,1,0,0,5250000
"9812",22,120,5250000,787300000,0,0,1,0,0,0,1,0,1,0,2850000
"9813",19,1676,3e+06,130050000,3,2,1,1,0,0,0,1,0,0,875000
"9814",20,4472,875000,135530000,3,1,1,1,0,0,0,1,0,0,1800000
"9815",18,1486,2833333.33333333,21280000,11,1,1,0,1,0,0,1,0,0,637500
"9816",18,2398,3e+05,64680000,4,5,1,0,1,0,0,1,0,0,6875000
"9817",20,5978,6875000,170100000,14,11,1,0,1,0,0,1,0,0,24500000
"9818",21,216,1833333.33333333,52750000,0,0,1,0,1,0,0,1,0,0,1325000
"9819",20,887,150000,90500000,1,0,1,0,0,1,0,1,0,0,150000
"9820",18,0,3e+05,112950000,0,0,1,0,0,1,0,1,0,0,350000
"9821",17,2705,575000,143750000,1,4,1,1,0,0,0,1,0,0,5e+05
"9822",20,1499,5e+05,189250000,0,0,1,1,0,0,0,1,0,0,3e+05
"9823",18,1566,75000,570480000,1,0,1,1,0,0,0,0,0,1,150000
"9824",18,1661,450000,570480000,5,6,1,0,1,0,0,0,0,1,4e+05
"9825",20,0,4e+05,574950000,0,0,1,0,1,0,0,0,0,1,350000
"9826",18,1503,350000,570480000,6,2,1,0,0,1,0,0,0,1,3e+05
"9827",25,840,150000,26500000,0,2,0,1,0,0,0,1,0,0,150000
"9828",26,90,150000,14550000,0,0,0,1,0,0,0,1,0,0,2e+05
"9829",18,2316,175000,242050000,15,2,1,0,1,0,0,1,0,0,350000
"9830",19,351,350000,167980000,2,0,1,0,1,0,0,1,0,0,6e+05
"9831",21,1312,6e+05,241740000,6,3,1,0,1,0,0,1,0,0,2475000
"9832",20,874,1.5e+07,210750000,0,0,1,1,0,0,0,1,0,0,5500000
"9833",22,950,5500000,282800000,0,1,1,1,0,0,0,1,0,0,6300000
"9834",20,830,5e+06,529100000,1,2,1,0,1,0,0,1,0,0,14750000
"9835",21,377,14750000,570480000,0,0,1,0,1,0,0,0,0,1,18500000
"9836",23,2800,18500000,239750000,4,4,1,0,1,0,0,1,0,0,11166666.6666667
"9837",20,1763,1e+06,503150000,4,3,1,0,1,0,0,1,0,0,1166666.66666667
"9838",20,1763,1e+06,48630000,4,3,1,0,1,0,0,1,0,0,1166666.66666667
"9839",21,1532,1166666.66666667,16500000,2,3,1,0,1,0,0,1,0,0,966666.666666667
"9840",21,1157,2500000,239750000,0,1,1,1,0,0,0,1,0,0,2266666.66666667
"9841",19,2697,2e+06,1e+09,16,1,1,0,1,0,0,0,1,0,4e+06
"9842",21,1295,4e+06,149850000,0,0,1,0,1,0,0,1,0,0,8800000
"9843",20,115,150000,17580000,0,0,1,1,0,0,0,1,0,0,75000
"9844",20,821,75000,123050000,0,2,1,0,0,1,0,1,0,0,1666666.66666667
"9845",18,2389,2500000,777330000,19,8,1,0,1,0,0,1,0,0,1e+06
"9846",20,691,1e+06,30950000,1,2,1,0,1,0,0,1,0,0,1300000
"9847",20,1761,6250000,617930000,9,1,1,0,1,0,0,1,0,0,2.5e+07
"9848",21,3595,2.5e+07,606050000,21,8,1,0,1,0,0,1,0,0,5e+07
"9849",23,3989,5e+07,663900000,24,11,1,0,1,0,0,1,0,0,6.8e+07
"9850",18,1107,475000,1.2e+09,7,2,1,0,1,0,0,0,1,0,11750000
"9851",19,1770,11750000,1.05e+09,8,9,1,0,1,0,0,0,1,0,27500000
"9852",21,3374,27500000,1.04e+09,16,10,1,0,1,0,0,0,1,0,42333333.3333333
"9853",18,298,7.5e+07,806800000,0,0,1,0,0,1,0,0,0,1,7e+06
"9854",20,3892,7e+06,703500000,1,2,1,0,0,1,0,0,0,1,7200000
"9855",22,2085,8e+05,14780000,2,2,1,1,0,0,0,1,0,0,1025000
"9856",21,1611,75000,13080000,5,2,0,0,1,0,0,1,0,0,125000
"9857",20,1983,250000,661880000,6,2,1,0,1,0,0,1,0,0,262500
"9858",23,120,1e+05,17680000,0,2,1,0,1,0,0,1,0,0,1e+05
"9859",25,1294,5e+05,15180000,0,1,1,1,0,0,0,1,0,0,4e+05
"9860",27,2939,4e+05,19230000,0,1,1,1,0,0,0,1,0,0,4e+05
"9861",21,375,3e+05,13850000,0,0,0,0,0,0,1,1,0,0,50000
"9862",21,1535,650000,34530000,7,8,1,0,0,1,0,1,0,0,966666.666666667
"9863",22,998,966666.666666667,20950000,7,4,1,0,0,1,0,1,0,0,1433333.33333333
"9864",24,2902,1433333.33333333,32880000,6,5,1,0,0,1,0,1,0,0,933333.333333333
"9865",21,1890,4e+05,156050000,5,6,1,0,1,0,0,1,0,0,1e+06
"9866",20,2301,4e+05,26750000,5,6,1,0,0,1,0,1,0,0,612500
"9867",22,3050,612500,30950000,9,11,1,0,0,1,0,1,0,0,4040000
"9868",23,1481,3500000,175450000,1,0,1,0,0,1,0,1,0,0,5e+06
"9869",19,2065,3e+05,67500000,5,4,1,0,1,0,0,1,0,0,666666.666666667
"9870",20,3638,666666.666666667,130050000,10,12,1,0,1,0,0,1,0,0,11125000
"9871",22,3350,11125000,135530000,7,6,1,0,1,0,0,1,0,0,1.8e+07
"9872",19,1440,1.5e+07,4.1e+07,1,0,1,0,0,0,1,1,0,0,150000
"9873",20,1530,150000,30480000,0,0,1,0,0,0,1,1,0,0,250000
"9874",20,1800,350000,204580000,0,0,1,0,0,0,1,1,0,0,118750
"9875",20,112,187500,14630000,0,0,1,0,1,0,0,1,0,0,350000
"9876",19,145,350000,17580000,0,0,1,0,0,1,0,1,0,0,350000
"9877",18,1465,4e+05,13080000,1,0,1,0,0,1,0,1,0,0,125000
"9878",20,734,3e+05,204580000,3,3,1,0,1,0,0,1,0,0,481250
"9879",28,3124,7e+05,70500000,1,1,1,1,0,0,0,1,0,0,3250000
"9880",29,2170,3250000,62080000,2,0,1,1,0,0,0,1,0,0,2750000
"9881",20,822,1233333.33333333,385830000,0,0,1,1,0,0,0,1,0,0,5125000
"9882",22,2464,4e+06,103230000,1,1,1,1,0,0,0,1,0,0,3600000
"9883",23,993,187500,14550000,0,1,1,0,0,1,0,1,0,0,341666.666666667
"9884",25,5,341666.666666667,22080000,0,0,1,0,0,1,0,1,0,0,4e+05
"9885",20,4152,5666666.66666667,168450000,13,11,1,0,1,0,0,1,0,0,1.6e+07
"9886",21,2130,1.6e+07,199600000,6,6,1,0,1,0,0,1,0,0,2.8e+07
"9887",21,644,75000,224450000,0,0,1,0,0,0,1,0,0,1,266666.666666667
"9888",20,90,25000,21300000,0,0,0,0,0,0,1,1,0,0,37500
"9889",23,1650,3e+05,79700000,2,0,1,1,0,0,0,1,0,0,275000
"9890",21,2295,1016666.66666667,194350000,1,1,1,0,0,1,0,1,0,0,10500000
"9891",22,1325,10500000,200780000,1,0,1,0,0,1,0,1,0,0,13500000
"9892",24,3335,13500000,290400000,2,0,1,0,0,1,0,1,0,0,11250000
"9893",22,0,1e+06,163880000,0,0,1,0,0,0,1,1,0,0,1500000
"9894",24,720,1500000,132300000,0,0,1,0,0,0,1,1,0,0,1200000
"9895",20,1805,1e+05,67500000,2,1,1,0,0,1,0,1,0,0,2e+05
"9896",21,360,485000,10780000,4,0,0,0,1,0,0,1,0,0,50000
"9897",23,218,50000,11630000,0,0,0,0,1,0,0,1,0,0,50000
"9898",18,1567,1e+05,4.1e+07,4,0,1,1,0,0,0,1,0,0,133333.333333333
"9899",20,1854,1266666.66666667,336250000,2,1,1,1,0,0,0,1,0,0,2500000
"9900",21,2539,2500000,48580000,1,0,1,1,0,0,0,1,0,0,2500000
"9901",22,1537,2500000,46630000,1,1,1,1,0,0,0,1,0,0,2300000
"9902",22,2049,125000,248950000,0,0,0,1,0,0,0,0,0,1,175000
"9903",21,2358,2666666.66666667,211180000,7,5,0,0,1,0,0,0,0,1,6250000
"9904",22,2706,6250000,171880000,9,5,0,0,1,0,0,1,0,0,11375000
"9905",22,2706,6250000,175530000,9,5,0,0,1,0,0,0,0,1,11375000
"9906",24,2892,11375000,238100000,8,11,0,0,1,0,0,1,0,0,1.8e+07
"9907",20,0,2e+05,109850000,0,0,0,1,0,0,0,1,0,0,150000
"9908",20,180,50000,24600000,0,0,0,0,0,1,0,1,0,0,1e+05
"9909",20,2109,50000,49180000,9,2,1,0,1,0,0,1,0,0,133333.333333333
"9910",19,1797,50000,24600000,8,0,0,0,0,1,0,1,0,0,468750
"9911",20,2487,468750,16500000,13,3,0,0,0,1,0,1,0,0,750000
"9912",22,3104,750000,18550000,15,7,0,0,0,1,0,1,0,0,756250
"9913",26,159,383333.333333333,14350000,0,0,0,0,0,1,0,1,0,0,2e+05
"9914",25,12814,4750000,377350000,8,2,1,1,0,0,0,0,0,1,3750000
"9915",23,3979,1750000,9.9e+07,0,2,0,1,0,0,0,1,0,0,3250000
"9916",24,4345,3250000,102900000,1,1,0,1,0,0,0,1,0,0,5666666.66666667
"9917",19,4580,7e+06,1.79e+08,2,1,1,1,0,0,0,1,0,0,6e+06
"9918",20,3252,6e+06,294750000,2,1,1,1,0,0,0,0,0,1,19250000
"9919",22,4122,19250000,418250000,4,1,1,1,0,0,0,0,0,1,30833333.3333333
"9920",20,2340,1e+05,156050000,0,0,1,0,0,0,1,1,0,0,1e+05
"9921",19,1652,2e+05,156050000,0,0,1,0,0,1,0,1,0,0,875000
"9922",29,1713,250000,67550000,2,2,0,0,1,0,0,1,0,0,866666.666666667
"9923",24,1415,350000,88150000,0,0,0,1,0,0,0,1,0,0,8e+05
"9924",25,1749,8e+05,49650000,0,0,0,1,0,0,0,1,0,0,1e+06
"9925",27,1135,1e+06,60400000,0,0,0,1,0,0,0,1,0,0,9e+05
"9926",20,905,350000,183200000,1,1,0,0,0,1,0,1,0,0,1466666.66666667
"9927",21,819,1466666.66666667,173450000,3,0,0,0,0,1,0,1,0,0,2e+06
"9928",18,1696,1e+07,913750000,9,3,1,0,1,0,0,0,1,0,43333333.3333333
"9929",20,4911,43333333.3333333,787300000,12,13,1,0,1,0,0,0,1,0,4.5e+07
"9930",21,2159,50000,156050000,1,0,0,1,0,0,0,1,0,0,133333.333333333
"9931",21,820,2e+06,231700000,1,1,1,0,1,0,0,1,0,0,2250000
"9932",23,442,2250000,430750000,2,2,1,0,1,0,0,1,0,0,2300000
"9933",18,514,287500,9.9e+07,0,1,1,0,1,0,0,1,0,0,3483333.33333333
"9934",19,2266,3483333.33333333,102900000,9,13,1,0,1,0,0,1,0,0,7666666.66666667
"9935",21,1309,7666666.66666667,817500000,3,2,1,0,1,0,0,0,1,0,22250000
"9936",21,2514,50000,113250000,6,11,0,0,0,1,0,1,0,0,50000
"9937",22,1344,50000,71880000,1,2,0,0,0,1,0,1,0,0,1250000
"9938",24,1492,1250000,73530000,2,2,0,0,0,1,0,1,0,0,2033333.33333333
"9939",19,1318,4e+05,21280000,3,1,1,1,0,0,0,1,0,0,1e+05
"9940",17,558,350000,67500000,3,3,1,0,1,0,0,1,0,0,1250000
"9941",18,3352,1250000,130050000,20,13,1,0,1,0,0,1,0,0,9833333.33333333
"9942",20,3021,9833333.33333333,135530000,15,2,1,0,1,0,0,1,0,0,1.8e+07
"9943",20,1594,133333.333333333,17650000,2,3,1,0,1,0,0,1,0,0,8e+05
"9944",20,807,7e+05,46630000,2,2,0,0,1,0,0,1,0,0,150000
"9945",19,430,375000,17650000,0,0,1,0,0,1,0,1,0,0,50000
"9946",17,1973,1e+05,130050000,0,3,1,0,0,1,0,1,0,0,4e+05
"9947",19,1964,4e+05,135530000,4,4,1,0,0,1,0,1,0,0,1320000
"9948",18,983,1700000,19400000,0,2,1,1,0,0,0,1,0,0,75000
"9949",17,2265,191666.666666667,106550000,8,2,1,0,0,1,0,1,0,0,625000
"9950",18,1562,625000,102730000,5,2,1,0,0,1,0,1,0,0,1333333.33333333
"9951",20,809,1333333.33333333,16480000,2,1,1,0,0,1,0,1,0,0,1300000
"9952",20,2123,8e+05,15980000,1,4,1,0,1,0,0,1,0,0,75000
"9953",20,1787,3e+05,47780000,0,1,1,0,0,1,0,1,0,0,2980000
"9954",22,1902,2980000,282800000,0,0,1,0,0,1,0,1,0,0,12250000
"9955",18,1353,525000,1.79e+08,1,0,1,0,0,1,0,1,0,0,5e+06
"9956",19,1410,5e+06,331030000,0,1,1,0,0,1,0,1,0,0,9333333.33333333
"9957",19,1410,5e+06,125350000,0,1,1,0,0,1,0,1,0,0,9333333.33333333
"9958",21,3396,9333333.33333333,370350000,3,4,1,0,0,1,0,1,0,0,16166666.6666667
"9959",18,1174,27500000,70650000,0,0,1,1,0,0,0,1,0,0,8e+05
"9960",21,1460,2e+06,411100000,1,2,1,1,0,0,0,1,0,0,4e+06
"9961",23,2693,4e+06,510700000,3,2,1,1,0,0,0,1,0,0,9150000
"9962",22,759,2e+05,248950000,2,4,0,0,1,0,0,0,0,1,2800000
"9963",25,309,2e+06,292600000,1,0,0,0,1,0,0,0,0,1,1300000
"9964",21,2582,3e+06,231700000,2,2,1,1,0,0,0,1,0,0,5750000
"9965",23,3227,5750000,430750000,2,0,1,1,0,0,0,1,0,0,9166666.66666667
"9966",21,1762,50000,122100000,0,1,0,1,0,0,0,1,0,0,91666.6666666667
"9967",24,1918,1033333.33333333,139100000,0,0,0,1,0,0,0,1,0,0,3450000
"9968",22,1830,75000,254700000,13,3,0,0,1,0,0,1,0,0,108333.333333333
"9969",23,1173,275000,81680000,0,2,1,0,0,1,0,1,0,0,637500
"9970",24,2166,637500,105180000,1,0,1,0,0,1,0,1,0,0,1166666.66666667
"9971",20,1512,3e+05,21800000,1,1,1,1,0,0,0,1,0,0,75000
"9972",22,385,50000,14650000,2,3,0,0,1,0,0,1,0,0,137500
"9973",23,48,137500,14600000,0,0,0,0,1,0,0,1,0,0,2e+05
"9974",20,90,37500,65150000,0,0,1,0,0,0,1,1,0,0,1e+05
"9975",21,90,5e+05,267550000,0,0,1,0,0,0,1,1,0,0,5e+05
"9976",22,1740,5e+05,15180000,0,0,1,0,0,0,1,1,0,0,733333.333333333
"9977",20,102,125000,459050000,0,0,0,0,1,0,0,0,0,1,1e+05
"9978",21,4373,475000,16800000,5,8,1,0,1,0,0,1,0,0,450000
"9979",19,19,1e+06,54530000,0,0,1,0,1,0,0,1,0,0,1433333.33333333
"9980",21,1080,8e+05,21800000,0,0,1,1,0,0,0,1,0,0,5e+05
"9981",23,369,5e+05,118200000,0,0,1,1,0,0,0,1,0,0,325000
"9982",20,1411,8e+05,12230000,0,2,1,1,0,0,0,1,0,0,1100000
"9983",22,1087,1100000,21200000,0,0,1,1,0,0,0,1,0,0,762500
"9984",19,87,716666.666666667,291150000,0,0,1,0,0,1,0,0,0,1,1e+06
"9985",20,608,1e+06,320330000,3,0,1,0,0,1,0,1,0,0,2e+06
"9986",22,690,2e+06,64930000,1,1,1,0,0,1,0,1,0,0,2400000
"9987",21,450,75000,157210000,0,0,0,0,0,0,1,1,0,0,75000
"9988",20,810,62500,219580000,0,0,1,0,0,0,1,1,0,0,137500
"9989",20,310,275000,659050000,0,0,1,1,0,0,0,0,0,1,2666666.66666667
"9990",21,1924,2666666.66666667,607650000,0,0,1,1,0,0,0,0,0,1,3e+06
"9991",23,1549,3e+06,189250000,0,0,1,1,0,0,0,1,0,0,2400000
"9992",20,1002,4833333.33333333,312700000,0,0,1,0,0,1,0,0,0,1,383333.333333333
"9993",22,2319,650000,183200000,6,1,1,1,0,0,0,1,0,0,2690000
"9994",23,1096,2690000,173450000,1,2,1,1,0,0,0,1,0,0,19750000
"9995",25,1116,19750000,236100000,1,2,1,1,0,0,0,1,0,0,2e+07
"9996",20,3150,6e+05,67550000,7,3,1,0,0,1,0,1,0,0,8e+05
"9997",20,1497,275000,15500000,5,4,1,0,1,0,0,1,0,0,537500
"9998",22,92,537500,269150000,1,0,1,0,1,0,0,1,0,0,1350000
"9999",21,2147,150000,15500000,4,9,1,0,0,1,0,1,0,0,937500
